약용식물번호,식물분류명,약용식물종명,식물과명,식물종학명,삭물생태설명,약용식물분포설명,약용식물약재명,이용방법설명,약용식물효과설명,약용식물복용방법설명
254,피자식물/쌍자엽식물,칠엽수,칠엽수과(Hippocastanaceae),Aesculus turbinata Blume,식재되는 낙엽교목으로 높이가 30m에 달한다. 잎은 대생하며 장상복엽이고 소엽은 5∼7개이며 도란 형이고 점 첨두 예저이며 가장자리에 둔한 겹 톱니가 있다. 꽃은 잡성으로 6월에 가지 끝에 원추화서로 달린다. 열매는 삭과로 원추형이며 3개로 갈라지고 종자는 적갈색으로 10월에 익는다.,"한국(전국), 일본",사라자(娑羅子),열매를 채취하여 햇볕에 말린다.,"각혈, 강장보호, 살충, 여드름, 위암, 위학, 위한통증, 이기, 토혈각혈, 하리.",(내복): 탕전(湯煎)하여 복용한다.
255,피자식물/쌍자엽식물,풍선덩굴,무환자나무과(Sapindaceae),Cardiospermum halicacabum L.,재배하는 1년생 덩굴식물로 길이가 2∼3m이고 다른 물체에 기어 올라간다. 잎은 호생하고 2회 3출 또는 2회 우상으로 갈라지며 최종 소엽은 끝이 뾰족하고 톱니가 있다. 꽃은 백색으로 8∼9월에 핀다. 열매는 꽈리 같고 각 실에 검은 종자가 들어 있다. ☞ 꽃대 밑에 1쌍의 덩굴손이 있다.,"한국(전국), 남아메리카",가고과(假苦瓜),전초를 여름부터 가을에 채취하여 햇볕에 말린다.,"개선, 경혈, 독사교상, 양혈, 이수, 임병, 정혈, 청열, 타박상, 해독, 해수, 황달",(내복): 탕전(湯煎)하거나 즙을 내어 복용한다. (외용): 짓찧어 상처 부위에 붙이거나 가루 내어 상처 부위에 개어 붙인다.
256,피자식물/쌍자엽식물,모감주나무,무환자나무과(Sapindaceae),Koelreuteria paniculata Laxmann,바닷가 산기슭에 자라는 낙엽소교목이다. 잎은 홀수1회우상복엽으로서 소엽은 난형 또는 장타원형이며 뒷면 잎맥을 따라 털이 있고 불규칙한 톱니가 있다. 꽃은 황색으로 7월 가지 끝에 원추화서로 달린다. 열매는 삭과로 꽈리 같으며 3개의 종자가 들어 있고 종자는 검은 윤채가 있다. ☞ 무환자나무에 비해 잎이 기수우상복엽이고 소엽에 톱니가 있다.,"한국(황해도이남), 중국",난화(欒花),꽃을 개화기에 채취하여 그늘에서 말린다.,"간염, 목통유루, 안적, 요도염, 일체 안 병 , 장염, 장위카타르, 종독, 지방간, 통리수도, 하리",(내복): 탕전(湯煎)하여 복용한다.
257,피자식물/쌍자엽식물,노랑물봉선,봉선화과(Balsaminaceae),Impatiens noli-tangere L.,산골짜기 냇가에 자라는 일년초로 높이 50∼80㎝이고 육질이고 가지가 많이 갈라진다. 잎은 호생하고 장타원형이며 끝이 둔하고 밑부분이 뾰족하며 가장자리에 둔한 톱니가 있다. 꽃은 연한 황색으로 8∼9월에 피며 안쪽에 적갈색 반점이 있고 거가 밑으로 굽는다. 열매는 삭과로 피침형이며 종자가 튀어나온다. ☞ 물봉선에 비해 전체가 연약하고 털이 없으며 꽃이 황색이다.,"한국(전국), 동아시아, 유럽, 북미",이엽봉선화(耳葉鳳仙花),뿌리를 채취하여 말린다.,"난산, 사독, 소화, 오식, 요 흉통, 청량해독, 타박상, 해독.",(내복): 탕전(湯煎)하여 복용한다. (외용): 짓찧어 상처 부위에 바른다.
258,피자식물/쌍자엽식물,봉선화,봉선화과(Balsaminaceae),Impatiens balsamina L.,재배하는 일년초로 높이가 60㎝에 달하고 털이 없으며 곧추 자라고 마디가 두드러진다. 잎은 호생하고 피침형으로서 양 끝이 좁고 가장자리에 톱니가 있으며 잎자루에 소선(小腺)이 있다. 꽃은 가지 색으로 7∼8월에 잎겨드랑이에 2∼3개씩 달린다. 열매는 삭과로 타원형이고 털이 있으며 황갈색 종자가 튀어나온다.,"한국(전국), 중국, 인도, 말레이시아",봉선(鳳仙),전초를 여름부터 가을에 채취하여 햇볕에 말린다.,"간질, 거풍활혈, 관절염, 난산, 민감체질, 사독, 소 종지 통, 소화, 식해어체, 여드름, 오식, 요 흉통, 월경이상, 임파선염, 종독, 종창, 진통, 타박상, 통경, 편도선염, 폐혈, 해독, 혈색 불량, 활혈",(내복): 탕전(湯煎)하여 복용한다. (외용): 짓찧어 상처 부위에 붙이거나 달여서 상처 부위를 닦아 낸다.
259,피자식물/쌍자엽식물,물봉선,봉선화과(Balsaminaceae),Impatiens textori Miq.,산골짜기 냇가에 자라는 일년초로 높이가 60㎝에 달하고 털이 없고 유연하며 마디가 튀어나온다. 잎은 호생하며 넓은 피침형이고 양 끝이 좁으며 가장자리에 예리한 톱니가 있다. 꽃은 홍자색으로 7∼8월에 가지의 윗부분에 총상화서로 달린다. 열매는 삭과로 피침형이고 익으면 터지면서 튀어나온다. ☞ 노랑물봉선에 비해 전체가 억세고 줄기는 홍색이다.,"한국(전국), 중국, 일본, 러시아",야봉선(野鳳仙),전초를 여름부터 가을에 채취하여 햇볕에 말린다.,"난산, 사독, 오식, 요 흉통, 위궤양, 종독, 청량해독, 타박상, 해독",(외용): 짓찧어 상처 부위에 붙이거나 달여서 상처 부위를 닦아낸다.
260,피자식물/쌍자엽식물,갈매나무,갈매나무과(Rhamnaceae),Rhamnus davurica Pall.,산골짜기에 자라는 낙엽관목으로 높이가 5m에 달하고 가지 끝이 가시로 변한다. 잎은 대생하며 점 첨두 예저이고 잎맥에 털이 있고 가장자리에 둔한 톱니가 있다. 꽃은 황록색으로 5∼6월에 가지 밑부분 잎겨드랑이에 달린다. 열매는 둥글고 1∼2개의 종자가 들어 있고 종자 뒷면에 홈이 진다. ☞ 연밥갈매나무에 비해 과실이 구형이다.,"한국(전국), 중국, 일본, 러시아, 몽고",서리(鼠李),과실 성숙기에 채취하여 햇볕에 말린다.,"감충, 나력, 복요통, 부종, 열독, 오한, 창종, 창진, 치통, 풍질, 하혈",(내복): 탕전(湯煎)하거나 산제로 복용한다. (외용): 짓찧어 상처 부위에 붙이거나 달여서 상처 부위를 닦아낸다.
261,피자식물/쌍자엽식물,대추나무,갈매나무과(Rhamnaceae),Zizyphus jujuba var. inermis (Bunge) Rehder,마을 근처에 자라는 낙엽교목으로 높이가 10m에 달하고 가지 끝과 잎 뒷면에 털이 약간 있다. 잎은 호생하고 난형이며 윤채가 있고 예두 또는 둔두이며 원저이고 가장자리에 둔한 톱니가 있다. 꽃은 연한 녹색으로 5∼6월에 취산화서로 달린다. 열매는 핵과로 타원형이고 과육이 많다. ☞ 묏대추에 비해 키가 크고 가시는 흔적뿐이며 과실이 크다.,"한국(전국), 중국",대조(大棗),과실 성숙기에 채취하여 햇볕에 말린다.,"감기, 강심제, 건망증, 건 위, 경련, 고혈압, 골절, 과로, 과민성대장증후군, 구취, 급성간염, 기관지염, 기력증진, 만성피로, 목소양증, 부자중독, 소아천식, 신경쇠약, 요통, 위경련, 위장염, 유즙 결핍, 임파선염, 진정, 진통, 축농증, 허약체질, 호흡기질환, 후두염, 흉부냉증 등",(내복): 탕전(湯煎)하거나 환제로 복용한다.
262,피자식물/쌍자엽식물,개머루,포도과(Vitaceae),Ampelopsis heterophylla (Thunb.) Sieboid & Zucc.,산야에 자라는 덩굴식물로 수피가 갈색이고 마디가 굵다. 잎은 호생하고 둥글며 점 첨두 아심저이며 각 열 편에 둔한 치아 상 톱니가 있고 뒷면 맥 위에 잔털이 있다. 꽃은 녹색으로 6∼7월에 취산화서로 달린다. 열매는 장과로 원형이며 갈색 피목이 있다. ☞ 가회 톱에 비해 잎이 단엽이며 엽축에 날개가 없다.,"한국(전국), 중국, 일본, 러시아, 대만",사포도(蛇葡萄),경엽을 가을에 채취하여 햇볕에 말린다.,"간염, 관절염, 금창, 급성간염, 나력, 동상, 면포 창, 소염, 이뇨, 제습, 종기, 종독, 진통, 창종, 청열, 치질, 치핵, 통기, 표저, 풍, 해열, 해열거풍, 화상",(내복): 탕전(湯煎)하여 복용한다. (외용): 달여서 상처 부위를 닦아낸다.
263,피자식물/쌍자엽식물,담쟁이덩굴,포도과(Vitaceae),Parthenocissus tricuspidata (Siebold & Zucc.) Planch.,돌담이나 나무줄기에 붙어 자라는 낙엽 덩굴식물로 길이가 10m 이상 벋고 덩굴손은 잎과 대생한다. 잎은 호생하고 넓은 난형이며 점 첨두 신장 저이고 불규칙한 톱니가 있다. 꽃은 황록색으로 6∼7월에 잎겨드랑이에 취산화서로 달린다. 열매는 장과로 둥글며 8∼10월에 흑색으로 익는다. ☞ 개머루 속에 비해 덩굴 속 끝에 흡반이 있다.,"한국(전국), 중국, 일본, 러시아, 대만",지금(地錦),뿌리·줄기를 채취하여 햇볕에 말린다.,"거풍, 경혈, 구건, 구창, 근골동통, 금창, 이완출혈, 제습, 종기, 종창, 종통, 지구역, 지통, 지혈, 치통, 통경, 편두통, 피부염, 허약체질, 활혈.",(내복): 탕전(湯煎)하여 복용한다.
264,피자식물/쌍자엽식물,어저귀,아욱과(Malvaceae),Abutilon theophrasti Medicus,섬유식물로 재배되었으나 들로 퍼져 나와 야생으로 된 일년초로 높이가 1.5m에 달한다. 잎은 호생하며 잎자루가 길고 심장 상 원형이며 끝이 갑자기 뾰족해지고 둔한 톱니가 있다. 꽃은 황색으로 8∼9월에 잎겨드랑이에 소화경이 있는 꽃이 달린다. 열매는 삭과로 심피가 윤 상으로 나열되고 종자는 곁에 털이 있다.,"한국(전국), 인도",백마실(白麻實),"과실 성숙기에 채취, 종자를 취하여 햇볕에 말린다.","감기, 난산, 난청, 옹종, 임파선염, 장염, 장위카타르, 졸도, 종독, 통리수도, 하리, 현훈, 화상, 활혈",(내복): 탕전(湯煎)하거나 환제 또는 산제로 복용한다.
265,피자식물/쌍자엽식물,접시꽃,아욱과(Malvaceae),Althaea rosea Cav.,"관상용으로 심는 이년초로 높이가 2.5m에 달하고 원줄기는 녹색이고 털이 있다. 잎은 호생하며 잎자루가 길고 심장 저이며 가장자리가 얕게 갈라지고 톱니가 있다. 꽃은 백색, 적색, 분홍색, 흑갈색 등으로 6경에 잎겨드랑이에서 피기 시작하여 위로 올라간다. 접시 모양의 열매가 달린다.","한국(전국), 중국",촉규근(蜀葵根),뿌리를 가을에 채취하여 햇볕에 말린다.,"각혈, 간염, 개선, 관절염, 금창, 백대하, 완화, 요혈, 이뇨 배농, 종독, 청열, 양혈, 토혈, 토혈 각혈, 통경, 통리수도, 풍, 해열, 홍안, 화상, 활혈",(내복): 탕전(湯煎)하거나 환제 또는 산제로 복용한다. (외용): 짓찧어 상처 부위에 붙인다.
266,피자식물/쌍자엽식물,목화,아욱과(Malvaceae),Gossypium indicum Lam.,섬유작물로 재배하는 일년초로 높이가 60㎝에 달하고 원줄기가 곧추선다. 잎은 호생하며 잎자루가 길고 열 편 끝이 뾰족하고 떡잎은 3각 상 피침형이다. 꽃은 연한 황색으로 8∼9월에 잎겨드랑이에 자란 소화경 끝에 1개씩 달린다. 열매는 삭과로 포로 싸여 있으며 종자는 털로 싸여 있다.,"한국(전국), 중국",면화자(綿花子),종자를 가을부터 겨울에 채취한다.,"간작반, 기관지염, 보허, 온신, 옹종, 요결석, 요통, 위경련, 저혈압, 종독, 지혈, 진통, 척추질환, 최유, 치루, 칠독, 통경, 피임, 허약체질",(내복): 탕전(湯煎)하거나 환제 또는 산제로 복용한다. (외용): 짓찧어 상처 부위에 사용한다.
281,피자식물/쌍자엽식물,팥꽃나무,팥꽃나무과(Thymelaeaceae),Daphne genkwa Siebold & Zucc.,바닷가 산기슭에 자라는 낙엽관목으로 높이가 1m에 달하고 잔가지에 짙은 갈색 누운 털이 있다. 잎은 호생 또는 대생하고 예두 예저이며 뒷면 맥 위에 융모가 있다. 꽃은 3∼5월에 잎보다 먼저 묵은 가지에 3∼7개씩 산형으로 달린다. 열매는 장과로 둥글며 7월에 백색으로 익는다. ☞ 두메닥나무에 비해 잎이 대생이고 털이 있으며 꽃이 잎보다 먼저 핀다.,"한국(황해도에서 전라남도에 이르는 바닷가), 중국, 대만",원화(ㅁ花),화축을 꽃이 피기 전에 채취하여 햇볕에 말린다.,"감기, 강심제, 경혈, 구창, 구토, 기관지염, 설사, 수종, 신장염, 오풍, 옹종, 완선, 이뇨, 종독, 지혈, 진통, 천해, 축수, 치질, 타박상, 통경, 폐결핵, 폐기천식, 폭식증, 해독, 해소, 협통, 흉협통","(내복): 탕전(湯煎)하거나, 환제 또는 산제로 복용한다. (외용): 가루를 내어 상처 부위에 개어 붙인다. ☞ 신체 허약자와 임산부는 사용을 금한다."
282,피자식물/쌍자엽식물,백서향,팥꽃나무과(Thymelaeaceae),Daphne kiusiana Miq.,바닷가에 자라는 상록관목으로 높이가 1m에 달하고 털이 없다. 잎은 호생하고 도피침형 예두이며 끝이 둔하고 가장자리가 밋밋하며 밑부분이 점차 좁아진다. 꽃은 백색으로 2∼3월에 묵은 가지 끝에 모여 달린다. 열매는 장과로서 난상구형이고 주홍색이며 5∼6월에 익는다. ☞ 두메닥나무에 비해 잎이 상록으로 가죽질이며 광택이 난다.,"한국(남부), 일본","서향화(瑞香花), 서향근(瑞香根), 서향엽(瑞香葉)",꽃(개화시)·뿌리·잎을 채취하여 말린다.,"류마티스, 신경통, 인후통, 종기, 창양, 치통, 통풍, 해독.",(내복): 꽃을 탕전(湯煎)하여 복용한다. (외용): 뿌리를 짓찧어 목 안에 넣는다.
283,피자식물/쌍자엽식물,뜰보리수,보리수나무과(Elaeagnaceae),Elaeagnus multiflora Thunb.,"식재되는 낙엽관목으로 높이가 2m에 달하고 어린 가지가 적갈색 비늘털로 덮여 있다. 잎은 호생하며 장타원형이고 짧은 첨두 또는 예두이며 예저이고 톱니가 없다. 꽃은 연한 황색으로 1∼2개씩 잎겨드랑이에 달린다. 열매는 장타원형이며 7월에 적색으로 익는다. ☞ 잎은 타원형, 장타원형 또는 도란 형이고 끝이 짧게 뾰족하다.","한국(중남부), 일본",목반하(木半夏),과실 성숙기에 채취하여 햇볕에 말린다.,"제습, 종독, 타박상, 통기, 풍비, 활혈",(내복): 탕전(湯煎)하여 복용한다.
284,피자식물/쌍자엽식물,보리수나무,보리수나무과(Elaeagnaceae),Elaeagnus umbellata Thunb.,산기슭에 자라는 낙엽관목으로 높이 3∼4m이고 가시가 있으며 어린 가지는 은백색 또는 갈색이다. 잎은 호생하며 타원형이고 둔 두 또는 짧은 점 첨 두이며 톱니가 없고 뒷면에 은백색 비늘털이 밀생한다. 꽃은 연한 황색으로 5∼6월에 새가지 잎겨드랑이에 1∼7개가 산형으로 달린다. 열매는 둥글고 비늘 모양의 털로 덮여있다. ☞ 보리장나무에 비해 잎이 낙엽 성이고 꽃이 여름에 핀다.,"한국(전국), 중국, 일본",우내자(牛ㅁ子),과실 성숙기에 채취하여 햇볕에 말린다.,"고창, 과식, 대하, 이질, 자궁출혈, 지갈, 지사, 지혈, 청열이습, 해수",(내복): 탕전(湯煎)하여 복용한다.
285,피자식물/쌍자엽식물,배롱나무,부처꽃과(Lythraceae),Lagerstroemia indica L.,중국 남부 원산의 낙엽소교목으로 높이가 5m에 달하고 원줄기는 홍자색을 띠며 평활하며 잔가지는 네모가 진다. 잎은 대생하고 예저이며 뒷면은 잎맥을 따라 털이 있다. 꽃은 홍색으로 7∼9월에 가지 끝에 원추화서로 달린다. 열매는 삭과로 타원형이며 6실이다.,"한국(중남부), 중국",자미화(紫薇花),"꽃은 활짝 개화했을 때, 잎은 여름에, 뿌리는 수시로 채취하여 말린다.","감기, 개선, 산후혈붕, 습진, 월경이상, 이질, 장위카타르, 종독, 지혈, 창상 출혈, 치통, 태독, 활혈","(내복): 탕전(湯煎)하여 복용한다. (외용): 짓찧어 상처 부위에 바르거나, 달여서 상처 부위를 닦아낸다."
229,피자식물/쌍자엽식물,참죽나무,멀구슬나무과(Meliaceae),Cedrela sinensis Juss.,마을 근처에 식재하는 낙엽교목으로 높이가 20m에 달하고 외피가 얕게 갈라진다. 잎은 호생하고 우상복엽으로 소엽은 피침형 또는 장타원형이고 점 첨두 넓은 예저이다. 꽃은 백색으로 6월에 가지 끝에 원추화서로 달린다. 열매는 삭과로 난형이며 종자는 양쪽에 날개가 있다. ☞ 멀구슬나무에 비해 잎이 우수우상복엽이다.,"한국(중부이남), 중국",춘백피(椿白皮),"수피와 근피를 봄에 채취, 흑 피를 제거하고 햇볕에 말린다.","개선, 거습, 살충, 소아감적, 수감, 수렴, 악창, 옴, 자궁출혈, 적대하, 제열조습, 제충제, 조습, 지사, 지혈, 하리",(내복): 탕전(湯煎)하거나 환제 또는 산제로 복용한다. (외용): 달여서 상처 부위를 닦아내다.
